content,label
"Dear you,

Song Linh Company sincerely apologizes for the prolongation of this order.
I would like to send you the attachment of the attached file.
Please check the content and add the company information for me.

Thank you.
",External Relationship
"OK, I will request Miss Thu to send the official quotation. You may contact her directly if you need any assistance. 

What other valves and equipment are in this tender?",Sales
"Dear Mr. Cuong,

Thanks for your inquiry, I got your email & reply email to you as in the attactment. I asked for your telephone to collect more information but I did not get the reply until this email 

I will call you this morning for more information,

Thanks & Best Regards,",Customer Care
"Dear Mr. Nguyen, 

Please find attached signed PO. 

Note that our we need to advise the following: 

1. We do not know what problems they are having and have quoted only on their request. 

2. If the remaining seal parts are not damaged, no problem, but the customer should check and confirm as it is unlikely that the remaining seals are OK with so many others being replaced. 

3. They should also consider that replacing the seals is not a simple matter and that we strongly recommend that one of our engineers attend during the seal replacement and testing. 

Best regards, 

",External Relationship
"Interesting goods. I have been shopping from this site and everything has always been accurate. I last ordered a set of English cosmetics at half price. The brand is not in Bulgaria and I am glad that I was able to try it thanks to the site. They have new campaigns every day with interesting and very reduced items. I like the variety of goods and that there is something for everyone. I don't buy clothes much because I don't hit the size, but I mostly shop for cosmetics and accessories. Deliveries have always been in less than 15 days and the service is level. I am pleased with the site and will shop from it in the future.",Customer Care
"Hi Huy,

I will proceed to order for you. When the goods are available, we will notify you to pay before delivery. I give full information to issue invoices later.

Sincere thanks,",Sales
"Good day to you, 

Could you please send us the detail schedule?",External Relationship
"I send you good prices for the items you require.
About the information section of
- License AT-FL-X530-01 : features expansion and upgrade.
- AT-SP10TW1 : Allied Telesis Twinax direct mount SFP+ cable (1 m)
These copper cables, called “direct mount” or “Twinax,” connect from one SFP+ slot to another without the need for an SFP+ transceiver.
Thank you .",Sales
"Your old coupling is another type. 

If you want, you can send back the 2 couplings along with your old coupling to check it. 

Please note that as you have confirmed the drawing we sent you, we do not accept the costs of the return.You have to pay the shipping cost plus the cost of import procedures to Greece. 

We remain at your disposal. 

Kind Regards,",Customer Care
"Have a nice day! 
How are you in COVID-19? 
Have you returned to company yet? We still the official Po for payment. 
Please, check and confirm us. 
Hope to receive your mail. 
",External Relationship
Please find attached official COO endorsed by Chamber and CQ for your kind perusal. Attached original documents will be courier to you. Kindly advise address and contact detail.,External Relationship
"Various titles with a big discount. For me, buying books is one of the favorite pleasures and the problem of lack of time to walk in bookstores is solved by browsing the titles in online bookstores. I found this online bookstore and bought some books that I didn't meet elsewhere. In addition, they turned out to be a pretty good discount on the price. They have a very detailed description that a person is perfectly guided by what he actually bought, but not everyone is announced. I also took advantage of the opportunity to deliver them for free because of reaching 50 levs, after which the delivery is free.",Customer Care
"Dear Mr. Kha Nguyen, 

Thanks for your mail. 
Certificate of Origin issued by Chamber of Commerce was not included in our quotation to PPS. 
Although it is chargeable, I have included it FOC for you. 

Beside this, we are unable to provide any discount – we have quoted our best price. 

Please find attached our Quotation # 070320-1/IH. 

Please send draft PO for our review. 

Best Regards 

Alf Hildebrand 
Globus International Trading Pte Ltd",External Relationship
"Dear Sir, 

Best discount is only 3% as our profit margin is very low.",Sales
"Thank you for your kindly reply. 
Please find our attached document.",Customer Care
No feedback.,Customer Care
"Dear Mr. Tung, 
I need to ask the price for the product as the attached file. 
Please check and quote for me.",Sales
"Please help to forward this email to your AP team. Kindly find the attached SOA as at 30.06.2019 for your action. 

Please update the payment status for all outstanding invoices. 
",External Relationship
"Thank for your quotation!
we would like clarify your quotation as below :
• Certificate, CO by chamber of commerce: will follow in case of order ? were you add Charge CO in Price? If you have not charge CO in Price, please, add fee at next mail.
• Could your please provide to us ABS/DNV certification for offshore installation?
• Delivery time ? please, send to us G.W and Dimension for the shipment.
Because this is a bid. Please, send to us your best price.",Customer Care
"Insolent administrators. I can only say that the site is well made, but the administrators are brazen with users. I confused something and thus spent the money raised in the VIP portfolio, which I did not want and immediately wrote to them and asked them to correct the mistake.
I received an answer that such things could not do, only in extreme situations. Well, isn't the mistake such a situation?
After asking them again, they accused me of misleading them?! And what was the purpose of misleading them - to push 6 levs? ... After asking them to re -revise things, they must have blocked me because they stopped answering me.
Well, we all make mistakes, something may have flushed my hand, my brother may have hit me exactly when I press the button ... Isn't that why administrators?
Small choruses, who have been dealing with me for two days - they probably wrote me 2-3 emails instead of just fixing things. I have not touched them, I will not touch them",Customer Care
"Dear Mr. Allen,

Good day to you.

We are sending to you the inquiry with the information as attached.
Please kindly check & offer us your best price for this inquiry as earliest.
*Pls comment enough below information on your quotation:
- Price term: 
- Delivery time: 
- Payment term:
- Model/ Part number/Brand/Origin should be clarified on quotation.
- Certificate sample, CO, CQ/ catalogue/ drawing c/w quotation to be required.

End user: Vietsovpetro.

Thanks & Best regards,
Nguyen Quoc Huy (Mr.)
",Sales
"KTC Vina Company sent him to the bearing price. Please see the attached file. 

If you need any more information, please contact me again for you to assist you.",Sales
"A quick site response, I'm pleased and recommend!",Customer Care
See attached proforma invoice with new freight cost. This will be door to airport costs.,External Relationship
"My delivery was delayed, because it did not write the settlement, the address yes, but the place did not. It had gone to Banya Karlovsko, but the couriers reacted quickly. You are accurate thank you.

I am pleased. shop

Does not come out the settlement",Customer Care
"I asked a question related to E mail, but they did not judge me to answer me…",Customer Care
"Hi Huy,
Thank you SILICON for ordering! CPTECH confirms the order. Thanks Huy for promoting PO!
Looking forward to cooperating with SOLICOM !",Sales
"Dear Anh Loc, 

Quotation helps Vi Nha: SL 1 one one. 
Material Name & Specification Descriptions 
(12) Maker Name/ Maker Refer 
(13) 

Pig Detector Sensor Maker: ROXAR/EMERSON Model: PDS 500 TC II 1G MEMKO 02ATEX 110 EEXIA IIB T5 S/N 043-08 ROXAR/EMerson 
CaCulate and Interface Unit (CIU) Maker: Roxar/Emerson Model: Sam 400/PDS 500 S/N: Ne04-022-08 ROXAR/EMERSON",Sales
